Pendidikan Agama,Pendidikan Pancasila,Bahasa Inggris,Bahasa Mandarin,Matematika (Umum),Biologi,Fisika,Kimia,Geografi,Sejarah,Sosiologi,Ekonomi,"Pendidikan Jasmani, Olahraga, dan Kesehatan",Informatika,Seni Musik,Bahasa Indonesia,Rata-rata,Pendidikan Agama (Next Sem),Pendidikan Pancasila (Next Sem),Bahasa Inggris (Next Sem),Bahasa Mandarin (Next Sem),Matematika (Umum) (Next Sem),Biologi (Next Sem),Fisika (Next Sem),Kimia (Next Sem),Geografi (Next Sem),Sejarah (Next Sem),Sosiologi (Next Sem),Ekonomi (Next Sem),"Pendidikan Jasmani, Olahraga, dan Kesehatan (Next Sem)",Informatika (Next Sem),Seni Musik (Next Sem),Bahasa Indonesia (Next Sem),Rata-rata (Next Sem),Kategori Performa,Kategori Performa (Next Sem),Jumlah Ketidakhadiran,Persentase Tugas,performance_trend
67,76,68,77,82,78,76,75,71,73,71,67,74,79,67,80,73.82,66,79,72,79,77,76,77,71,78,73,74,65,77,78,65,79,74.12,Mid,Mid,5,78,Stable Performance
82,78,78,75,76,73,76,76,85,79,75,75,72,73,80,73,76.66,91,82,77,77,74,70,79,73,81,80,74,79,69,74,82,74,77.25,Mid,Mid,5,73,Stable Performance
68,68,67,76,72,69,71,72,67,64,78,76,73,75,80,68,71.5,69,79,79,82,75,68,75,83,72,74,79,76,75,81,81,71,76.19,Mid,Mid,5,72,Stable Performance
80,89,78,86,84,89,83,91,82,89,82,88,80,85,92,86,85.27,74,83,76,89,77,85,77,85,84,87,81,83,81,80,83,82,81.69,High,Mid,2,86,Significant Decrease Performance
73,67,64,68,70,57,70,62,61,70,74,68,60,64,65,68,66.27,82,80,85,78,75,60,82,73,72,80,82,81,77,81,86,83,78.56,Low,Mid,7,72,Significant Increase Performance
76,78,81,78,80,75,92,79,79,85,76,73,82,83,77,85,79.9,66,71,77,76,69,67,88,66,66,80,72,65,74,74,72,81,72.75,Mid,Mid,4,83,Stable Performance
85,90,93,86,87,90,83,81,92,87,83,86,88,77,89,87,86.39,84,87,89,81,84,86,77,76,87,81,80,84,86,70,80,85,82.31,High,Mid,5,82,Significant Decrease Performance
83,74,82,75,76,76,86,69,78,75,75,78,81,78,81,74,77.46,85,74,83,76,73,81,84,69,74,76,75,72,79,78,80,72,76.94,Mid,Mid,4,73,Stable Performance
74,69,84,73,73,77,80,71,80,73,81,71,78,74,68,67,74.51,71,68,82,72,77,78,85,75,76,73,82,71,77,72,71,69,74.94,Mid,Mid,6,73,Stable Performance
69,78,63,75,74,65,69,69,73,81,79,71,69,65,71,69,71.39,69,74,60,65,76,61,70,69,74,80,76,68,69,71,76,71,70.56,Mid,Mid,4,70,Stable Performance
74,74,72,72,71,72,81,77,77,79,79,81,77,75,71,70,75.05,73,72,74,74,70,73,87,76,73,78,75,80,76,76,71,68,74.75,Mid,Mid,4,75,Stable Performance
86,81,75,71,93,77,78,88,76,85,91,92,80,82,80,82,82.3,82,90,82,82,100,79,88,94,76,85,100,97,91,89,79,88,87.62,Mid,High,0,85,Significant Increase Performance
70,57,67,63,71,71,62,63,68,69,52,68,72,65,69,70,66.11,78,57,72,61,65,69,58,62,69,66,54,68,76,61,72,72,66.25,Low,Low,9,29,Stable Performance
84,87,83,82,79,84,92,78,86,84,90,91,78,80,80,80,83.63,85,87,81,83,83,84,90,79,84,85,90,91,81,79,76,77,83.44,Mid,Mid,4,75,Stable Performance
66,70,64,64,64,70,68,67,64,60,76,66,81,72,77,73,68.81,69,73,69,70,59,64,68,69,63,52,75,68,78,71,75,68,68.19,Low,Low,8,41,Stable Performance
74,71,69,79,75,77,78,75,71,79,73,74,77,73,65,79,74.31,74,70,69,78,76,74,78,76,70,75,66,71,76,73,64,85,73.44,Mid,Mid,6,80,Stable Performance
79,64,68,83,74,73,71,68,72,78,73,76,82,70,74,78,73.81,85,67,71,91,80,83,78,65,67,80,75,76,91,79,84,75,77.94,Mid,Mid,5,66,Stable Performance
73,79,87,76,83,77,87,70,78,71,74,74,77,72,78,80,77.31,71,80,83,76,83,76,85,75,82,69,75,78,79,69,76,77,77.12,Mid,Mid,4,69,Stable Performance
59,64,80,69,58,60,68,68,64,78,80,66,71,72,72,64,68.25,67,62,87,72,60,68,74,63,65,88,76,74,67,71,76,71,71.31,Low,Mid,7,62,Significant Increase Performance
87,77,79,77,77,79,71,67,76,73,80,79,77,85,77,70,77.06,90,77,82,74,78,81,74,67,69,79,78,82,80,87,81,64,77.69,Mid,Mid,6,84,Stable Performance
84,91,76,85,88,98,91,86,88,76,80,88,86,87,85,85,85.82,80,86,76,82,79,90,93,83,85,77,79,83,85,89,85,82,83.38,High,Mid,5,77,Significant Decrease Performance
69,63,67,62,65,74,67,71,69,66,63,66,69,71,69,71,67.69,74,68,66,72,71,88,65,75,74,73,66,66,75,75,79,78,72.81,Low,Mid,7,75,Significant Increase Performance
68,80,70,81,78,67,80,81,82,72,77,79,80,78,74,81,76.77,62,73,64,71,78,54,65,68,77,56,63,69,72,71,75,72,68.12,Mid,Low,7,60,Significant Decrease Performance
77,71,68,68,79,76,72,71,63,71,66,72,78,67,73,77,71.68,79,73,71,67,79,74,70,69,63,70,64,71,77,64,69,70,70.62,Mid,Mid,4,73,Stable Performance
78,75,77,82,78,77,83,80,71,80,82,71,66,72,77,82,76.92,77,78,82,82,79,79,82,80,71,82,85,64,74,73,71,82,77.56,Mid,Mid,4,75,Stable Performance
71,78,61,76,73,86,66,75,66,72,67,87,73,74,75,69,72.95,76,84,61,85,84,89,75,80,74,77,72,86,76,82,75,78,78.38,Mid,Mid,4,76,Stable Performance
77,75,76,66,77,77,71,76,73,64,71,69,72,77,64,70,72.18,88,77,78,66,73,81,82,80,80,71,71,81,80,84,71,80,77.69,Mid,Mid,5,80,Stable Performance
73,74,73,78,80,79,78,81,89,78,83,82,86,80,73,79,79.2,74,75,71,80,79,75,75,80,90,77,83,84,84,76,77,79,78.69,Mid,Mid,5,82,Stable Performance
85,88,80,90,84,88,86,85,85,87,94,74,87,84,83,72,84.53,87,84,85,92,84,87,83,85,86,87,90,74,86,84,85,73,84.5,Mid,Mid,4,65,Stable Performance
77,73,70,74,73,65,74,77,71,75,75,79,74,78,72,84,74.52,82,78,69,76,76,70,78,81,82,84,79,83,80,90,75,92,79.69,Mid,Mid,4,75,Stable Performance
76,75,78,75,72,82,63,75,72,79,68,81,82,70,80,81,75.67,76,83,85,81,76,89,73,79,80,82,72,90,85,66,92,87,81.0,Mid,Mid,4,66,Stable Performance
73,61,60,76,64,66,72,63,67,73,61,66,63,65,74,76,67.56,73,68,75,81,76,66,78,73,76,81,56,76,73,71,86,78,74.19,Low,Mid,6,74,Significant Increase Performance
72,73,73,67,71,64,65,70,65,64,67,76,78,70,73,67,69.64,81,87,75,78,77,75,67,69,65,70,72,83,82,85,85,73,76.5,Low,Mid,6,76,Significant Increase Performance
67,73,76,78,77,76,74,79,71,81,74,88,76,75,75,75,75.91,66,71,71,72,80,75,80,75,71,82,73,92,76,79,73,74,75.62,Mid,Mid,5,69,Stable Performance
85,82,87,85,83,84,88,86,84,85,77,95,85,86,82,71,84.05,81,74,89,82,78,77,78,75,84,77,72,97,81,85,77,51,78.62,Mid,Mid,6,66,Stable Performance
75,77,73,73,75,81,83,78,74,75,77,78,79,75,79,79,76.9,82,79,72,73,84,82,85,77,74,75,75,80,80,77,80,81,78.5,Mid,Mid,5,67,Stable Performance
71,65,69,81,65,80,65,70,72,82,74,72,69,76,71,72,72.11,75,74,78,83,73,83,61,72,73,89,78,80,77,76,80,73,76.56,Mid,Mid,6,82,Stable Performance
73,79,79,71,72,71,76,80,76,64,79,68,71,76,75,79,74.26,67,79,80,72,75,71,83,75,73,60,79,68,69,77,72,78,73.62,Mid,Mid,4,72,Stable Performance
66,64,67,74,72,69,75,74,73,63,73,68,67,65,68,66,68.93,67,67,69,78,74,69,79,78,74,66,73,65,71,69,62,64,70.31,Low,Mid,6,63,Significant Increase Performance
79,77,79,81,77,74,68,82,78,77,84,72,78,73,81,67,76.71,81,74,77,78,73,77,68,81,75,79,83,73,75,77,83,67,76.31,Mid,Mid,5,77,Stable Performance
83,83,75,80,75,82,84,74,73,85,89,82,82,78,80,81,80.37,80,77,74,77,81,81,83,71,73,82,92,80,81,79,87,84,80.12,Mid,Mid,6,79,Stable Performance
72,79,74,74,72,72,79,73,74,74,71,66,81,78,79,67,74.05,76,77,77,76,72,74,86,75,76,74,72,64,80,77,77,62,74.69,Mid,Mid,6,70,Stable Performance
80,82,78,81,77,68,75,68,70,74,74,75,64,72,75,76,74.29,75,84,73,77,71,58,63,62,62,68,71,73,61,68,60,61,67.94,Mid,Low,6,62,Significant Decrease Performance
80,78,74,79,75,81,78,76,72,82,79,87,79,79,69,78,77.94,76,74,75,82,82,77,80,78,72,78,83,91,86,78,72,81,79.06,Mid,Mid,6,68,Stable Performance
71,77,74,78,83,69,78,76,83,76,76,77,77,80,69,71,75.97,67,79,75,80,84,65,83,75,86,79,78,78,78,84,68,73,77.0,Mid,Mid,5,66,Stable Performance
83,65,74,75,74,83,77,73,71,76,80,75,74,71,77,76,75.34,81,66,77,76,66,81,78,70,72,70,76,76,73,78,75,76,74.44,Mid,Mid,4,71,Stable Performance
82,91,94,86,87,80,89,88,84,82,95,87,81,90,87,86,86.7,73,86,91,86,84,83,89,84,78,75,91,82,80,91,79,88,83.75,High,Mid,4,73,Significant Decrease Performance
79,61,65,81,73,72,67,75,75,81,76,72,76,79,78,77,74.11,74,56,65,83,54,70,68,69,68,81,65,66,76,74,69,71,69.31,Mid,Low,5,51,Significant Decrease Performance
75,70,68,67,75,76,79,76,78,73,77,68,73,64,73,79,73.23,76,81,75,80,80,81,84,84,80,75,82,73,80,74,83,77,79.06,Mid,Mid,6,67,Stable Performance
72,75,73,69,71,78,75,69,65,73,69,71,64,77,71,72,71.51,76,76,73,65,77,82,77,66,65,72,68,70,62,70,73,70,71.38,Mid,Mid,5,79,Stable Performance
75,77,79,76,78,86,70,80,75,85,78,73,78,80,93,68,78.14,76,77,83,77,77,86,75,80,75,89,78,75,77,83,92,66,79.12,Mid,Mid,4,79,Stable Performance
68,81,67,74,72,71,73,72,79,81,76,73,75,78,79,76,74.72,67,85,67,71,80,66,73,74,81,75,74,77,76,80,81,78,75.31,Mid,Mid,4,77,Stable Performance
79,69,77,75,69,73,73,71,71,64,68,71,69,67,77,71,71.58,85,72,82,78,75,79,82,76,77,66,71,77,73,72,85,71,76.31,Mid,Mid,5,66,Stable Performance
92,83,87,81,78,83,88,81,84,83,81,81,77,82,85,83,83.02,94,85,87,79,79,83,85,83,87,80,79,82,79,84,82,81,83.06,Mid,Mid,6,71,Stable Performance
83,86,83,82,86,83,81,84,82,81,83,83,77,84,91,77,82.82,81,85,83,84,80,86,76,82,77,79,82,83,71,82,91,81,81.44,Mid,Mid,6,66,Stable Performance
69,86,68,78,71,72,71,74,64,73,70,63,78,61,83,75,72.31,69,81,67,76,71,70,74,73,60,73,71,58,77,70,80,77,71.69,Mid,Mid,4,67,Stable Performance
59,72,62,62,57,61,62,70,72,59,67,56,67,76,57,61,63.77,61,69,65,59,56,61,68,67,72,59,69,57,61,74,58,64,63.75,Low,Low,7,39,Stable Performance
84,84,75,87,76,88,82,86,82,83,84,86,80,76,80,77,81.88,85,77,63,79,65,76,80,88,71,68,86,69,78,67,84,70,75.38,Mid,Mid,5,77,Stable Performance
69,80,75,74,77,75,81,61,67,68,65,72,72,81,76,69,72.6,76,81,80,77,85,79,89,65,83,68,70,82,73,89,82,74,78.31,Mid,Mid,4,74,Stable Performance
81,70,80,79,74,78,75,74,82,84,82,77,76,77,78,75,77.64,85,75,81,83,80,86,86,85,92,87,90,84,85,86,81,82,84.25,Mid,Mid,5,83,Stable Performance
70,64,69,58,62,69,70,59,67,67,62,67,57,61,68,65,64.67,79,70,83,79,71,77,80,72,77,79,79,77,66,69,82,77,76.06,Low,Mid,5,76,Significant Increase Performance
80,79,82,82,83,80,78,77,74,77,76,87,74,85,78,78,79.48,76,69,75,75,74,74,72,65,66,63,72,81,66,79,72,70,71.81,Mid,Mid,6,65,Stable Performance
71,62,65,63,67,64,76,66,57,67,73,77,68,66,69,71,67.62,77,65,65,63,76,72,81,80,58,69,73,84,78,63,77,77,72.38,Low,Mid,7,74,Significant Increase Performance
73,77,78,79,78,74,80,78,78,73,82,74,87,73,82,69,77.31,71,69,73,72,67,70,67,68,63,66,71,69,80,64,82,62,69.62,Mid,Low,2,44,Significant Decrease Performance
64,72,64,79,75,82,74,76,74,71,73,69,77,74,75,89,74.18,67,74,61,75,75,81,77,73,73,66,76,65,75,72,72,88,73.12,Mid,Mid,5,77,Stable Performance
68,72,70,76,71,69,82,66,69,75,66,74,68,75,75,70,71.63,72,80,75,83,77,76,88,72,72,82,66,70,77,78,86,77,76.94,Mid,Mid,4,79,Stable Performance
68,71,73,77,75,76,75,77,72,74,73,71,78,78,79,69,74.07,73,78,76,78,82,83,76,80,79,84,72,75,89,79,85,70,78.69,Mid,Mid,6,66,Stable Performance
80,84,86,71,78,77,86,67,73,86,76,72,86,71,84,71,78.05,77,87,89,68,75,75,84,71,72,85,80,67,92,70,82,72,77.88,Mid,Mid,4,82,Stable Performance
68,77,71,77,85,75,84,77,80,64,79,78,74,85,73,67,75.82,73,76,71,81,90,75,85,81,76,61,76,78,76,84,73,70,76.62,Mid,Mid,4,84,Stable Performance
82,71,78,85,80,77,76,84,72,82,89,81,77,77,76,75,78.77,87,72,78,84,79,82,77,87,68,86,91,78,78,76,77,77,79.81,Mid,Mid,6,70,Stable Performance
85,88,93,75,73,93,85,85,87,84,95,87,83,83,84,81,85.15,84,85,92,74,70,86,87,84,84,81,96,87,73,74,83,80,82.5,High,Mid,2,75,Significant Decrease Performance
76,68,61,69,74,72,63,62,74,59,69,64,74,62,63,70,67.61,80,71,70,75,79,69,64,69,88,61,73,68,80,64,67,79,72.31,Low,Mid,6,74,Significant Increase Performance
87,90,85,85,88,76,79,77,70,87,90,86,85,84,83,92,83.98,81,93,82,81,90,79,76,75,70,83,85,90,85,82,86,98,83.5,Mid,Mid,5,84,Stable Performance
83,73,81,82,79,77,77,68,68,79,70,69,65,73,77,78,74.96,84,73,80,83,77,78,83,66,73,75,70,71,63,74,77,79,75.38,Mid,Mid,5,76,Stable Performance
75,69,71,75,73,68,72,61,71,67,78,66,71,68,68,72,70.21,84,74,80,81,79,67,73,69,78,68,85,67,74,67,65,81,74.5,Mid,Mid,6,67,Stable Performance
66,78,58,72,68,68,70,73,70,73,69,63,68,74,66,63,68.69,65,85,56,74,67,67,75,74,63,74,70,59,68,71,64,65,68.56,Low,Low,10,54,Stable Performance
77,76,70,73,73,74,77,72,78,71,82,82,70,68,79,75,74.9,79,79,77,75,80,76,83,74,84,79,90,84,69,71,79,84,78.94,Mid,Mid,4,76,Stable Performance
82,76,79,78,81,73,79,73,77,79,82,83,83,72,86,76,78.83,84,82,89,81,88,74,89,82,89,77,85,86,84,74,93,81,83.62,Mid,Mid,6,69,Stable Performance
72,76,73,76,77,71,73,74,79,72,72,69,70,68,71,82,73.35,73,76,74,76,74,72,71,78,74,74,71,70,67,68,67,80,72.81,Mid,Mid,4,66,Stable Performance
86,89,78,73,84,92,80,83,75,83,82,72,77,77,75,79,80.26,87,83,81,69,90,94,84,81,74,83,82,71,71,79,76,84,80.56,Mid,Mid,4,65,Stable Performance
70,65,73,66,69,70,75,64,70,63,76,63,70,76,62,71,68.94,79,79,87,91,78,87,90,80,80,77,87,80,74,88,72,85,82.12,Low,Mid,6,74,Significant Increase Performance
70,87,65,67,69,69,78,84,81,76,75,72,77,74,76,71,74.46,69,91,67,64,65,68,78,83,83,73,73,74,74,69,78,72,73.81,Mid,Mid,6,83,Stable Performance
63,69,69,66,65,72,71,78,76,63,68,62,60,80,76,66,68.8,56,89,76,80,69,91,87,90,81,73,77,77,77,84,85,68,78.75,Low,Mid,6,73,Significant Increase Performance
83,84,67,81,74,79,92,85,76,84,67,79,79,80,74,79,79.02,80,87,67,80,73,79,90,85,74,85,68,76,77,76,76,71,77.75,Mid,Mid,4,68,Stable Performance
84,68,78,75,83,86,76,74,80,74,78,78,82,81,80,88,79.04,86,71,77,76,80,86,70,70,81,72,83,77,81,88,82,88,79.25,Mid,Mid,4,79,Stable Performance
74,71,71,69,68,66,79,69,74,71,73,79,74,68,70,77,72.11,65,68,68,69,70,63,76,66,69,69,74,80,74,65,74,79,70.56,Mid,Mid,6,79,Stable Performance
64,67,61,55,65,63,63,55,59,57,64,64,62,67,69,64,62.43,64,69,62,57,66,64,59,60,57,59,67,62,60,64,70,62,62.62,Low,Low,7,30,Stable Performance
79,73,72,81,72,79,85,79,76,69,77,81,75,81,78,77,77.2,79,72,74,80,73,81,86,80,70,72,70,85,78,81,75,75,76.94,Mid,Mid,5,69,Stable Performance
76,70,75,75,80,77,83,79,75,73,74,78,75,72,82,78,76.32,81,74,81,75,85,82,78,82,79,85,74,77,79,77,91,85,80.31,Mid,Mid,6,77,Stable Performance
78,73,72,76,67,81,74,76,79,76,71,85,69,66,81,70,74.59,77,78,71,75,63,77,70,79,77,76,70,78,71,62,76,67,72.94,Mid,Mid,6,77,Stable Performance
87,83,83,78,77,79,77,87,77,84,86,77,83,77,80,79,80.93,90,84,84,79,81,77,75,85,77,82,85,77,88,73,77,82,81.0,Mid,Mid,4,68,Stable Performance
66,70,64,74,64,63,68,68,71,70,62,75,68,71,81,76,69.47,72,79,65,73,67,69,74,72,78,75,67,83,76,80,84,84,74.88,Low,Mid,7,76,Significant Increase Performance
79,72,72,84,76,78,73,81,84,86,76,82,78,83,78,74,78.46,80,74,77,81,73,79,74,83,81,85,80,77,77,85,79,74,78.69,Mid,Mid,5,80,Stable Performance
88,81,79,82,77,83,80,77,93,76,83,81,76,79,74,91,81.3,84,78,86,81,76,85,78,72,95,79,85,83,78,82,72,87,81.31,Mid,Mid,4,65,Stable Performance
65,65,76,62,73,69,56,64,68,66,66,63,63,65,76,62,66.15,64,66,74,60,78,72,47,66,66,69,59,62,63,63,80,58,65.44,Low,Low,11,36,Stable Performance
74,77,69,79,70,71,71,68,83,79,81,81,76,76,82,85,76.4,72,67,60,68,71,69,62,52,79,72,62,77,75,74,80,84,70.25,Mid,Mid,6,77,Stable Performance
66,85,66,70,73,73,82,78,75,78,74,69,75,73,68,79,73.98,69,87,71,75,79,77,87,81,80,85,81,73,79,85,72,79,78.75,Mid,Mid,4,68,Stable Performance
74,69,70,77,80,77,77,71,75,73,74,74,71,78,70,68,73.61,75,69,70,78,81,83,81,68,74,79,74,76,74,80,66,69,74.81,Mid,Mid,4,75,Stable Performance
73,81,78,68,80,76,75,76,70,78,70,75,75,81,77,80,75.78,80,81,87,70,86,77,81,84,76,83,67,77,77,87,82,83,79.88,Mid,Mid,6,69,Stable Performance
67,72,75,79,67,68,75,81,74,67,67,73,74,71,67,78,72.25,69,78,75,83,73,66,71,77,79,72,69,77,73,66,71,77,73.5,Mid,Mid,6,77,Stable Performance
70,74,63,78,68,78,75,64,73,80,69,80,74,78,72,71,72.93,69,77,66,87,79,84,83,67,74,84,70,86,84,77,71,75,77.06,Mid,Mid,4,76,Stable Performance
84,79,74,77,72,76,81,74,71,70,76,71,68,69,81,74,74.91,88,85,82,86,76,85,84,78,77,74,80,76,70,68,84,85,79.88,Mid,Mid,6,82,Stable Performance
70,65,67,66,68,61,75,69,71,74,74,67,73,73,71,75,69.87,68,75,71,75,72,65,73,72,70,77,82,69,74,77,76,76,73.25,Low,Mid,5,68,Significant Increase Performance
74,73,76,70,70,74,69,72,67,58,73,62,66,74,74,75,70.33,79,74,84,73,72,85,71,71,69,62,85,59,65,78,80,82,74.31,Mid,Mid,4,82,Stable Performance
68,80,77,83,86,72,78,83,77,87,76,77,73,79,63,77,77.32,67,82,72,85,85,75,79,77,73,89,72,80,72,78,63,80,76.81,Mid,Mid,5,65,Stable Performance
76,62,61,75,76,62,78,71,74,65,77,68,68,72,67,62,69.62,73,64,61,79,81,58,79,77,72,66,78,71,69,73,64,65,70.62,Low,Mid,7,60,Significant Increase Performance
79,77,74,85,90,74,79,76,90,81,83,84,79,77,86,82,81.05,82,78,74,81,91,71,81,74,85,79,84,80,82,77,94,80,80.81,Mid,Mid,5,80,Stable Performance
73,74,75,83,85,88,74,78,75,76,82,77,84,75,81,75,78.46,86,74,82,84,90,89,86,83,85,83,89,78,81,79,87,77,83.31,Mid,Mid,5,73,Stable Performance
57,61,67,76,64,66,69,63,64,67,64,57,63,69,70,73,65.67,56,52,71,79,62,67,71,66,67,69,67,59,59,70,69,73,66.06,Low,Low,9,30,Stable Performance
78,67,68,68,71,68,71,67,76,67,67,74,75,70,76,76,71.18,74,70,72,68,65,68,75,70,78,70,65,75,73,68,74,74,71.19,Mid,Mid,4,70,Stable Performance
90,85,90,81,88,88,80,78,78,83,75,79,87,84,69,74,81.87,95,82,91,89,88,97,80,89,76,91,78,79,95,92,74,87,86.44,Mid,High,2,80,Significant Increase Performance
81,76,67,63,64,73,80,80,62,69,66,71,63,67,66,73,69.97,90,84,67,67,73,78,84,84,72,69,65,79,68,72,80,80,75.75,Low,Mid,6,79,Significant Increase Performance
70,71,75,81,83,75,72,79,79,77,65,79,74,68,69,76,74.59,57,73,62,69,80,69,61,74,64,72,54,73,62,58,65,68,66.31,Mid,Low,8,64,Significant Decrease Performance
65,77,74,74,75,70,83,67,78,73,87,77,67,80,72,82,74.99,67,77,80,78,84,78,87,80,88,73,89,92,68,90,79,88,81.12,Mid,Mid,6,70,Stable Performance
82,86,80,83,79,76,84,73,79,76,83,74,77,79,86,76,79.62,81,87,77,86,81,75,84,76,77,73,85,74,78,81,88,74,79.81,Mid,Mid,5,72,Stable Performance
72,67,69,76,74,74,82,65,85,80,72,76,70,75,84,71,74.53,86,78,73,85,80,78,89,63,86,89,75,82,74,78,89,78,80.19,Mid,Mid,5,83,Stable Performance
71,68,69,70,67,71,72,70,61,71,72,82,72,77,70,79,71.24,76,69,74,73,79,77,86,82,70,81,76,84,80,84,78,93,78.88,Mid,Mid,5,70,Stable Performance
77,85,86,86,93,79,89,88,82,91,81,82,82,76,86,85,84.33,76,82,89,89,97,81,89,85,79,92,79,89,85,75,89,84,85.0,Mid,High,2,83,Significant Increase Performance
83,93,82,75,93,89,87,82,85,77,83,79,85,88,78,87,84.17,82,93,80,76,94,89,85,79,85,81,80,72,87,85,81,90,83.69,Mid,Mid,5,80,Stable Performance
81,83,79,83,76,71,73,77,72,88,79,84,84,80,98,95,81.47,93,90,83,89,82,74,84,86,75,97,88,89,88,86,100,96,87.5,Mid,High,0,80,Significant Increase Performance
82,71,83,67,82,63,74,81,77,68,76,77,76,73,80,81,75.79,91,76,87,73,89,69,82,96,80,75,71,79,80,87,86,88,81.81,Mid,Mid,5,80,Stable Performance
70,79,70,69,78,78,68,67,80,70,71,70,78,82,71,83,73.89,70,82,72,71,75,83,64,66,80,69,68,75,81,83,64,86,74.31,Mid,Mid,6,71,Stable Performance
68,69,74,67,74,68,63,62,69,73,64,72,72,70,66,72,69.01,69,67,84,72,83,74,68,68,72,85,72,77,77,80,67,86,75.06,Low,Mid,6,74,Significant Increase Performance
77,83,71,78,71,76,72,73,78,75,85,84,82,82,78,84,78.0,77,80,67,79,76,80,71,74,80,79,88,89,81,82,81,83,79.19,Mid,Mid,6,71,Stable Performance
76,88,72,71,70,71,69,78,81,77,70,75,81,75,73,70,74.89,77,88,73,71,70,75,64,80,85,77,74,74,80,74,70,76,75.5,Mid,Mid,6,79,Stable Performance
80,78,82,84,81,83,84,76,91,78,85,76,83,83,90,81,82.2,92,86,84,88,80,89,84,83,100,82,92,82,88,84,89,88,86.94,Mid,High,1,90,Significant Increase Performance
85,80,88,69,81,65,78,83,85,82,77,81,91,79,83,76,80.13,85,86,89,74,82,64,76,82,89,86,76,85,96,83,81,75,81.81,Mid,Mid,4,65,Stable Performance
73,72,64,71,72,71,67,74,63,68,68,73,63,69,65,68,68.78,73,81,71,72,69,78,66,79,75,76,68,78,70,74,72,74,73.5,Low,Mid,6,62,Significant Increase Performance
82,74,87,82,76,79,88,82,75,76,83,84,82,79,84,79,80.79,82,75,89,81,73,83,83,83,79,77,80,87,84,76,88,77,81.06,Mid,Mid,6,65,Stable Performance
66,78,72,66,71,70,68,71,65,74,70,62,69,67,55,69,68.39,69,76,72,67,70,69,66,68,62,77,69,62,69,69,60,70,68.44,Low,Low,6,40,Stable Performance
78,73,77,73,71,69,67,78,77,72,63,75,69,74,65,74,72.08,85,82,77,78,78,70,68,85,80,84,70,87,74,78,68,78,77.62,Mid,Mid,6,68,Stable Performance
76,64,84,75,75,79,76,78,71,76,67,75,83,69,74,66,74.18,75,62,83,74,82,80,80,77,63,78,70,77,82,70,75,64,74.5,Mid,Mid,6,80,Stable Performance
85,87,87,82,74,79,91,89,85,86,80,91,81,87,78,84,84.21,85,91,88,86,75,78,91,89,87,83,80,92,78,89,77,91,85.0,Mid,High,1,91,Significant Increase Performance
97,86,94,85,86,91,95,89,94,96,87,83,89,97,86,96,90.65,98,82,87,83,82,84,91,86,88,91,87,81,80,100,81,95,87.25,High,High,1,89,Stable Performance
77,87,89,83,70,66,78,83,81,74,71,83,87,75,82,91,79.76,80,89,94,83,69,71,74,81,79,73,73,81,88,73,84,90,80.12,Mid,Mid,6,75,Stable Performance
73,73,77,73,81,72,74,67,73,69,76,66,79,70,83,81,74.11,78,77,81,72,81,81,78,75,81,71,84,76,88,73,88,83,79.19,Mid,Mid,5,81,Stable Performance
80,70,75,73,74,86,77,74,74,75,80,70,78,80,69,71,75.32,78,73,74,72,75,81,80,72,66,77,85,72,77,81,69,75,75.44,Mid,Mid,6,74,Stable Performance
79,87,85,76,86,78,78,80,84,76,77,73,81,84,84,73,80.17,85,86,88,79,93,76,77,84,83,74,78,73,84,89,82,73,81.5,Mid,Mid,6,83,Stable Performance
71,80,75,74,73,76,75,71,78,67,80,69,76,73,71,80,74.26,82,80,82,78,86,78,85,74,73,72,84,71,84,81,74,88,79.5,Mid,Mid,6,69,Stable Performance
88,84,93,89,80,73,85,91,87,92,81,83,84,85,88,92,85.8,83,81,96,88,75,72,78,85,85,93,78,77,82,85,87,91,83.5,High,Mid,5,86,Significant Decrease Performance
85,84,79,74,77,79,77,72,74,80,75,76,76,72,75,74,76.94,86,85,73,69,82,80,79,68,70,82,70,79,77,75,75,74,76.5,Mid,Mid,6,67,Stable Performance
74,72,77,81,83,71,86,79,72,75,68,69,86,74,80,77,76.49,81,75,88,90,89,82,93,83,81,78,76,84,88,80,92,82,83.88,Mid,Mid,4,68,Stable Performance
78,80,68,85,78,76,81,75,79,78,82,77,73,80,77,69,77.25,87,91,72,90,87,84,91,78,81,79,93,78,76,89,81,79,83.5,Mid,Mid,5,79,Stable Performance
78,74,79,73,71,83,81,77,79,81,77,71,79,82,80,77,77.72,81,66,75,66,60,77,78,68,81,68,67,63,67,75,77,64,70.81,Mid,Mid,4,76,Stable Performance
82,78,84,86,73,85,90,82,84,76,77,78,77,73,78,83,80.41,80,83,86,87,70,86,91,82,83,80,76,78,77,74,80,82,80.94,Mid,Mid,5,72,Stable Performance
65,73,73,70,74,74,70,77,75,80,72,70,71,78,71,71,72.79,66,77,68,75,75,71,67,78,79,86,69,74,75,77,74,65,73.5,Mid,Mid,4,72,Stable Performance
82,65,74,72,71,67,69,70,75,76,63,66,75,75,65,77,71.46,79,66,74,75,73,65,68,72,71,80,66,66,74,80,67,78,72.12,Mid,Mid,4,79,Stable Performance
69,73,65,63,68,68,68,68,78,61,65,67,70,73,74,75,69.07,73,79,72,64,72,72,78,72,86,68,67,71,73,78,82,82,74.31,Low,Mid,7,66,Significant Increase Performance
